X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood,TotalCityCallsForYear,TotalPrecinctCallsForYear,TotalNeighborhoodCallsForYear,CenterGBSID,CenterLatitude,CenterLongitude,CenterX,CenterY,DateAdded,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ea_bachelors,ea_doctorate,ea_hsdiplomma,ea_masters,ea_profschool,foodstamp_no,foodstamp_yes,med_hh_income,total_asian,total_black,total_ea,total_employed,total_female,total_foodstamp,total_islander,total_labor_force,total_male,total_native,total_otherrace,total_pop,total_race,total_twoormore,total_unemployed,total_white,perc_unemployed,perc_ba_plus,perc_foodstamp,perc_female,perc_male,herfendahl,FID,BDNUM,Shape_STAr,Shape_STLe,SHAPE_Leng,SHAPE_Area,id
-93.2837227425358,44.934092778569,43602783,08-116413,2008/04/24 20:40:42+00,Traffic Law Enforcement ,No,NARC,No,1,A,1,Bodily Force,Punches,Black,Male,21,Fled in Vehicle,05,King Field,322402,55689,3304,10972,44.934093,-93.283723,-10384296.515,5611151.7038,2023/01/02 08:19:26+00,309,27,053,109900,1,270531099001,Block Group 1,G5030,S,327671,0,+44.9322936,-093.2805012,289,24,167,132,25,570,0,64712,7,56,815,732,492,570,0,788,576,0,165,1068,1068,114,56,726,0.07106598984771574,0.5766871165644172,0,0.4606741573033708,0.5393258426966292,0.4887552778128462,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,323
-93.2618645137328,44.9323459763268,43602830,08-141055,2008/05/16 15:41:49+00,Domestic Abuse-In Progress ,Yes,CIC,No,1,OT,1,Taser,Firing Darts,Black,Male,50,Verbal Non-Compliance,03,Bancroft,322402,84018,1188,20869,44.932346,-93.261865,-10381863.2681,5610877.0255,2023/01/02 08:19:26+00,356,27,053,009600,3,270530096003,Block Group 3,G5030,S,238467,0,+44.9323415,-093.2587032,260,13,22,92,0,317,24,76510,0,15,560,438,364,341,0,460,321,0,15,685,685,55,22,600,0.04782608695652174,0.6517857142857143,0.07038123167155426,0.5313868613138686,0.4686131386861314,0.7681815760029836,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2233
-93.2656442013418,44.9341564642526,43602909,08-070162,2008/03/12 18:43:44+00,Traffic Law Enforcement ,No,FLEEFT,,4,OT,2,Chemical Irritant,Personal Mace,Black,Female,20,Tensed,03,Bryant,322402,84018,1869,12365,44.934156,-93.265644,-10382284.021,5611161.7183,2023/01/02 08:19:26+00,435,27,053,009500,3,270530095003,Block Group 3,G5030,S,320098,0,+44.9305525,-093.2650144,270,0,83,171,0,464,44,105982,16,211,1076,872,774,508,0,933,722,8,253,1496,1496,33,61,975,0.06538049303322616,0.40985130111524165,0.08661417322834646,0.517379679144385,0.48262032085561496,0.4733992071549087,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2231
-93.2779157459767,44.9404407463163,43602918,08-026567,2008/01/28 00:11:58+00,Assist an Officer ,No,OBSTRU,Yes,1,A,1,Taser,Both,Black,Male,27,Verbal Non-Compliance,05,Lyndale,322402,55689,7628,17753,44.940441,-93.277916,-10383650.0831,5612149.969,2023/01/02 08:19:26+00,444,27,053,109300,4,270531093004,Block Group 4,G5030,S,216930,0,+44.9395356,-093.2779793,312,0,57,130,7,252,91,69844,0,406,753,659,703,343,0,660,504,0,1,1207,1207,200,1,600,0.0015151515151515152,0.5962815405046481,0.2653061224489796,0.5824357912178956,0.4175642087821044,0.3602549063080663,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2995
-93.2821848465323,44.948354568817,43602952,08-025965,2008/01/27 10:15:43+00,Suspicious Vehicle ,No,NOINS,No,2,A,1,Bodily Force,Body Weight to Pin,White,Male,42,Unspecified,05,Lyndale,322402,55689,7628,19784,44.948355,-93.282185,-10384125.3172,5613394.6311,2023/01/02 08:19:26+00,478,27,053,008200,1,270530082001,Block Group 1,G5030,S,161043,0,+44.9465498,-093.2804888,45,0,197,86,0,474,536,21197,20,701,1218,648,830,1010,0,758,1007,23,56,1837,1837,256,110,781,0.14511873350923482,0.10755336617405582,0.5306930693069307,0.4518236254763201,0.54817637452368,0.3275757585635381,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2223
-93.2681947268426,44.9305485190418,43602959,08-108328,2008/04/17 16:36:11+00,High Risk Warrant Entry ,Yes,AOA,,1,A,1,Bodily Force,Push Away,Black,Male,44,Commission of Crime,03,Bryant,322402,84018,1869,16458,44.930549,-93.268195,-10382567.9442,5610594.3906,2023/01/02 08:19:26+00,485,27,053,110000,1,270531100001,Block Group 1,G5030,S,205478,0,+44.9323387,-093.2707865,56,5,82,61,11,246,43,65507,0,315,488,522,460,289,0,580,416,22,201,876,876,63,58,275,0.1,0.2725409836065574,0.14878892733564014,0.5251141552511416,0.4748858447488584,0.28113336877879946,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,1537
-93.2606049211942,44.9323443190295,43602978,08-050899,2008/02/22 18:29:48+00,Traffic Law Enforcement ,No,NARC,Yes,2,A,1,Bodily Force,Body Weight to Pin,Black,Male,21,Unspecified,03,Bancroft,322402,84018,1188,12545,44.932344,-93.260605,-10381723.0509,5610876.7649,2023/01/02 08:19:26+00,504,27,053,009600,3,270530096003,Block Group 3,G5030,S,238467,0,+44.9323415,-093.2587032,260,13,22,92,0,317,24,76510,0,15,560,438,364,341,0,460,321,0,15,685,685,55,22,600,0.04782608695652174,0.6517857142857143,0.07038123167155426,0.5313868613138686,0.4686131386861314,0.7681815760029836,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2233
-93.2740690584205,44.9374579142481,43603011,08-041209,2008/02/11 22:14:28+00,Traffic Law Enforcement ,No,OBSTRU,No,1,A,1,Bodily Force,LVNR1,Black,Male,28,Tensed,03,Central,322402,84018,10923,17444,44.937458,-93.274069,-10383221.8718,5611680.8827,2023/01/02 08:19:26+00,537,27,053,109400,2,270531094002,Block Group 2,G5030,S,221146,0,+44.9359485,-093.2710531,92,0,85,19,0,203,82,75865,6,312,561,555,684,285,0,628,451,12,69,1135,1135,190,73,546,0.11624203821656051,0.19786096256684493,0.28771929824561404,0.6026431718061674,0.3973568281938326,0.31081604533369556,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1528
-93.2656442013418,44.9341564642526,43603014,08-070162,2008/03/12 18:43:44+00,Traffic Law Enforcement ,No,FLEEFT,,3,OT,1,Chemical Irritant,Personal Mace,Black,Female,19,Tensed,03,Bryant,322402,84018,1869,12365,44.934156,-93.265644,-10382284.021,5611161.7183,2023/01/02 08:19:26+00,540,27,053,009500,3,270530095003,Block Group 3,G5030,S,320098,0,+44.9305525,-093.2650144,270,0,83,171,0,464,44,105982,16,211,1076,872,774,508,0,933,722,8,253,1496,1496,33,61,975,0.06538049303322616,0.40985130111524165,0.08661417322834646,0.517379679144385,0.48262032085561496,0.4733992071549087,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2231
-93.2821848465323,44.948354568817,43603023,08-025965,2008/01/27 10:15:43+00,Suspicious Vehicle ,No,NOINS,No,2,A,1,Bodily Force,Push Away,White,Male,42,Unspecified,05,Lyndale,322402,55689,7628,19784,44.948355,-93.282185,-10384125.3172,5613394.6311,2023/01/02 08:19:26+00,549,27,053,008200,1,270530082001,Block Group 1,G5030,S,161043,0,+44.9465498,-093.2804888,45,0,197,86,0,474,536,21197,20,701,1218,648,830,1010,0,758,1007,23,56,1837,1837,256,110,781,0.14511873350923482,0.10755336617405582,0.5306930693069307,0.4518236254763201,0.54817637452368,0.3275757585635381,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2223
-93.2868684944388,44.9437992044855,43603043,08-129580,2008/05/06 13:43:28+00,Burglary Biz - In Progress ,Yes,BURGB,Yes,1,A,1,Improvised Weapon,Firearm as striking tool,White,Male,38,Fled on Foot,05,Lyndale,322402,55689,7628,21609,44.943799,-93.286868,-10384646.6985,5612678.1562,2023/01/02 08:19:26+00,569,27,053,008200,3,270530082003,Block Group 3,G5030,S,176150,0,+44.9429191,-093.2851493,162,31,0,47,0,181,30,87616,42,20,381,441,282,211,0,441,204,0,0,486,486,43,0,381,0,0.6299212598425197,0.14218009478672985,0.5802469135802469,0.41975308641975306,0.6237404528442481,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2225
-93.2555544695977,44.9323298822259,43603053,08-103074,2008/04/12 23:48:40+00,Suspicious Person ,Yes,FLEEFT,Yes,1,A,1,Bodily Force,Punches,White,Male,27,Verbal Non-Compliance,03,Bancroft,322402,84018,1188,11979,44.93233,-93.255554,-10381160.8372,5610874.4948,2023/01/02 08:19:26+00,579,27,053,009600,3,270530096003,Block Group 3,G5030,S,238467,0,+44.9323415,-093.2587032,260,13,22,92,0,317,24,76510,0,15,560,438,364,341,0,460,321,0,15,685,685,55,22,600,0.04782608695652174,0.6517857142857143,0.07038123167155426,0.5313868613138686,0.4686131386861314,0.7681815760029836,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2233
-93.2779146096078,44.9368277443192,43603060,08-056530,2008/02/28 05:32:29+00,Assist EMS Personnel ,No,CIC,Yes,1,OT,1,Taser,Both,Native American,Male,50,Tensed,05,King Field,322402,55689,3304,12411,44.936828,-93.277915,-10383649.9566,5611581.784,2023/01/02 08:19:26+00,586,27,053,109300,1,270531093001,Block Group 1,G5030,S,165685,0,+44.9359224,-093.2771472,108,0,27,62,0,201,0,101719,25,10,315,301,182,201,0,301,171,0,0,353,353,0,0,318,0,0.5396825396825397,0,0.5155807365439093,0.48441926345609065,0.8173486666292162,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,261
-93.2656442013418,44.9341564642526,43603077,08-070162,2008/03/12 18:43:44+00,Traffic Law Enforcement ,No,FLEEFT,,1,A,1,Bodily Force,Body Weight to Pin,Black,Male,23,Fled on Foot,03,Bryant,322402,84018,1869,12365,44.934156,-93.265644,-10382284.021,5611161.7183,2023/01/02 08:19:26+00,603,27,053,009500,3,270530095003,Block Group 3,G5030,S,320098,0,+44.9305525,-093.2650144,270,0,83,171,0,464,44,105982,16,211,1076,872,774,508,0,933,722,8,253,1496,1496,33,61,975,0.06538049303322616,0.40985130111524165,0.08661417322834646,0.517379679144385,0.48262032085561496,0.4733992071549087,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2231
-93.2779146096078,44.9368277443192,43603121,08-056530,2008/02/28 05:32:29+00,Assist EMS Personnel ,No,CIC,Yes,1,OT,1,Bodily Force,Body Weight to Pin,Native American,Male,50,Tensed,05,King Field,322402,55689,3304,12411,44.936828,-93.277915,-10383649.9566,5611581.784,2023/01/02 08:19:26+00,647,27,053,109300,1,270531093001,Block Group 1,G5030,S,165685,0,+44.9359224,-093.2771472,108,0,27,62,0,201,0,101719,25,10,315,301,182,201,0,301,171,0,0,353,353,0,0,318,0,0.5396825396825397,0,0.5155807365439093,0.48441926345609065,0.8173486666292162,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,261
-93.2842981000006,44.947480649619,43603133,08-038586,2008/02/08 22:29:54+00,Fight ,Yes,PRIORI,Yes,1,V,1,Taser,Firing Darts,Native American,Male,33,Tensed,05,Lyndale,322402,55689,7628,14078,44.947481,-93.284298,-10384360.5635,5613257.1753,2023/01/02 08:19:26+00,659,27,053,008200,4,270530082004,Block Group 4,G5030,S,161337,0,+44.9465518,-093.2855747,78,31,23,20,0,222,60,69318,20,72,426,285,348,282,41,347,281,60,5,629,629,67,62,364,0.1786743515850144,0.3028169014084507,0.2127659574468085,0.5532591414944356,0.4467408585055644,0.3624144110443559,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,319
-93.269494672602,44.9269321266875,43603161,08-173792,2008/06/12 06:35:17+00,Assault in Progress ,No,BURGD,No,2,A,1,Bodily Force,Body Weight to Pin,Black,Male,22,Tensed,03,Regina,322402,84018,1254,22288,44.926932,-93.269495,-10382712.6535,5610025.7704,2023/01/02 08:19:26+00,687,27,053,110000,2,270531100002,Block Group 2,G5030,S,242144,0,+44.9289390,-093.2712756,192,0,68,101,0,223,23,123636,11,199,502,488,284,246,0,505,386,0,0,670,670,96,17,364,0.033663366336633666,0.5836653386454184,0.09349593495934959,0.42388059701492536,0.5761194029850746,0.38364446424593446,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,1590
-93.2656442013418,44.9341564642526,43603181,08-070162,2008/03/12 18:43:44+00,Traffic Law Enforcement ,No,FLEEFT,,2,A,2,Bodily Force,Push Away,Black,Female,40,Tensed,03,Bryant,322402,84018,1869,12365,44.934156,-93.265644,-10382284.021,5611161.7183,2023/01/02 08:19:26+00,707,27,053,009500,3,270530095003,Block Group 3,G5030,S,320098,0,+44.9305525,-093.2650144,270,0,83,171,0,464,44,105982,16,211,1076,872,774,508,0,933,722,8,253,1496,1496,33,61,975,0.06538049303322616,0.40985130111524165,0.08661417322834646,0.517379679144385,0.48262032085561496,0.4733992071549087,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2231
-93.2805228689336,44.9483471181443,43603281,08-002126,2008/01/02 22:56:24+00,Fight ,Yes,ASLT3,Yes,1,A,2,Taser,Firing Darts,Black,Male,39,Commission of Crime,05,Whittier,322402,55689,13263,21929,44.948347,-93.280523,-10383940.3067,5613393.4592,2023/01/02 08:19:26+00,807,27,053,008200,1,270530082001,Block Group 1,G5030,S,161043,0,+44.9465498,-093.2804888,45,0,197,86,0,474,536,21197,20,701,1218,648,830,1010,0,758,1007,23,56,1837,1837,256,110,781,0.14511873350923482,0.10755336617405582,0.5306930693069307,0.4518236254763201,0.54817637452368,0.3275757585635381,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2223
-93.2656442013418,44.9341564642526,43603287,08-070162,2008/03/12 18:43:44+00,Traffic Law Enforcement ,No,FLEEFT,,2,A,2,Chemical Irritant,Personal Mace,Black,Female,40,Tensed,03,Bryant,322402,84018,1869,12365,44.934156,-93.265644,-10382284.021,5611161.7183,2023/01/02 08:19:26+00,813,27,053,009500,3,270530095003,Block Group 3,G5030,S,320098,0,+44.9305525,-093.2650144,270,0,83,171,0,464,44,105982,16,211,1076,872,774,508,0,933,722,8,253,1496,1496,33,61,975,0.06538049303322616,0.40985130111524165,0.08661417322834646,0.517379679144385,0.48262032085561496,0.4733992071549087,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2231
-93.2779340859815,44.9448458822396,43603331,08-158690,2008/05/30 23:49:26+00,Suspicious Person ,No,ASLT4,Yes,1,A,1,Taser,Touch,Black,Male,17,Assaulted Officer,05,Lyndale,322402,55689,7628,11370,44.944846,-93.277934,-10383652.1247,5612842.7743,2023/01/02 08:19:26+00,857,27,053,008300,2,270530083002,Block Group 2,G5030,S,204433,0,+44.9448517,-093.2762703,122,0,23,22,4,125,34,68942,6,46,364,380,225,159,0,384,302,0,121,527,527,79,4,275,0.010416666666666666,0.4065934065934066,0.2138364779874214,0.4269449715370019,0.573055028462998,0.3327632332237541,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2226
-93.2798861960608,44.9232372254624,43603333,08-184386,2008/06/20 17:10:56+00,Burglary Dwlng In Progress ,Yes,BURGD,No,1,A,1,Bodily Force,Body Weight to Pin,White,Male,39,Tensed,05,King Field,322402,55689,3304,13580,44.923237,-93.279886,-10383869.4326,5609444.8429,2023/01/02 08:19:26+00,859,27,053,110800,4,270531108004,Block Group 4,G5030,S,329830,0,+44.9232364,-093.2805311,328,78,58,146,9,511,22,110394,0,48,849,689,661,533,0,689,433,0,11,1094,1094,0,0,1035,0,0.6607773851590106,0.04127579737335835,0.6042047531992687,0.39579524680073125,0.8970736174379781,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,234
-93.2779340859815,44.9448458822396,43603393,08-158690,2008/05/30 23:49:26+00,Suspicious Person ,No,ASLT4,Yes,1,A,1,Bodily Force,Punches,Black,Male,17,Assaulted Officer,05,Lyndale,322402,55689,7628,11370,44.944846,-93.277934,-10383652.1247,5612842.7743,2023/01/02 08:19:26+00,919,27,053,008300,2,270530083002,Block Group 2,G5030,S,204433,0,+44.9448517,-093.2762703,122,0,23,22,4,125,34,68942,6,46,364,380,225,159,0,384,302,0,121,527,527,79,4,275,0.010416666666666666,0.4065934065934066,0.2138364779874214,0.4269449715370019,0.573055028462998,0.3327632332237541,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2226
-93.269494672602,44.9269321266875,43603395,08-173792,2008/06/12 06:35:17+00,Assault in Progress ,No,BURGD,No,2,A,1,Bodily Force,Joint Lock,Black,Male,22,Tensed,03,Regina,322402,84018,1254,22288,44.926932,-93.269495,-10382712.6535,5610025.7704,2023/01/02 08:19:26+00,921,27,053,110000,2,270531100002,Block Group 2,G5030,S,242144,0,+44.9289390,-093.2712756,192,0,68,101,0,223,23,123636,11,199,502,488,284,246,0,505,386,0,0,670,670,96,17,364,0.033663366336633666,0.5836653386454184,0.09349593495934959,0.42388059701492536,0.5761194029850746,0.38364446424593446,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,1590
-93.2805228689336,44.9483471181443,43603585,08-223011,2008/07/22 11:46:19+00,Disturbance ,No,TRSPAS,,1,A,1,Bodily Force,Push Away,Black,Male,22,Commission of Crime,05,Whittier,322402,55689,13263,21929,44.948347,-93.280523,-10383940.3067,5613393.4592,2023/01/02 08:19:26+00,1111,27,053,008200,1,270530082001,Block Group 1,G5030,S,161043,0,+44.9465498,-093.2804888,45,0,197,86,0,474,536,21197,20,701,1218,648,830,1010,0,758,1007,23,56,1837,1837,256,110,781,0.14511873350923482,0.10755336617405582,0.5306930693069307,0.4518236254763201,0.54817637452368,0.3275757585635381,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,2223
-93.2779340859815,44.9448458822396,43603618,08-158690,2008/05/30 23:49:26+00,Suspicious Person ,No,ASLT4,Yes,2,A,1,Taser,Firing Darts,Black,Male,17,Assaulted Officer,05,Lyndale,322402,55689,7628,11370,44.944846,-93.277934,-10383652.1247,5612842.7743,2023/01/02 08:19:26+00,1144,27,053,008300,2,270530083002,Block Group 2,G5030,S,204433,0,+44.9448517,-093.2762703,122,0,23,22,4,125,34,68942,6,46,364,380,225,159,0,384,302,0,121,527,527,79,4,275,0.010416666666666666,0.4065934065934066,0.2138364779874214,0.4269449715370019,0.573055028462998,0.3327632332237541,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2226
-93.269494672602,44.9269321266875,43603661,08-173792,2008/06/12 06:35:17+00,Assault in Progress ,No,BURGD,No,1,A,1,Bodily Force,Body Weight to Pin,Black,Male,22,Tensed,03,Regina,322402,84018,1254,22288,44.926932,-93.269495,-10382712.6535,5610025.7704,2023/01/02 08:19:26+00,1187,27,053,110000,2,270531100002,Block Group 2,G5030,S,242144,0,+44.9289390,-093.2712756,192,0,68,101,0,223,23,123636,11,199,502,488,284,246,0,505,386,0,0,670,670,96,17,364,0.033663366336633666,0.5836653386454184,0.09349593495934959,0.42388059701492536,0.5761194029850746,0.38364446424593446,5,8,78692295.7498,47568.4066762,0.154031602782364,8.33260686051e-4,1590
