X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood,TotalCityCallsForYear,TotalPrecinctCallsForYear,TotalNeighborhoodCallsForYear,CenterGBSID,CenterLatitude,CenterLongitude,CenterX,CenterY,DateAdded,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ea_bachelors,ea_doctorate,ea_hsdiplomma,ea_masters,ea_profschool,foodstamp_no,foodstamp_yes,med_hh_income,total_asian,total_black,total_ea,total_employed,total_female,total_foodstamp,total_islander,total_labor_force,total_male,total_native,total_otherrace,total_pop,total_race,total_twoormore,total_unemployed,total_white,perc_unemployed,perc_ba_plus,perc_foodstamp,perc_female,perc_male,herfendahl,FID,BDNUM,Shape_STAr,Shape_STLe,SHAPE_Leng,SHAPE_Area,id
-93.2454564392169,44.939532211709,43602583,08-038438,2008/02/08 20:30:06+00,Narcotics ,Yes,OBSTRU,No,1,A,1,Bodily Force,LVNR2,White,Female,26,Tensed,03,Corcoran,322402,84018,3058,11625,44.939532,-93.245456,-10380036.7296,5612007.0884,2023/01/02 08:19:26+00,109,27,053,108600,1,270531086001,Block Group 1,G5030,S,161096,0,+44.9395358,-093.2448173,105,0,44,166,31,199,0,110208,0,22,377,342,296,199,0,342,245,0,100,541,541,0,0,419,0,0.8010610079575596,0,0.5471349353049908,0.45286506469500926,0.6356579347480704,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1575
-93.2511806551243,44.9546404824397,43602615,08-094882,2008/04/05 06:40:48+00,Suspicious Person ,No,FLEEFT,Yes,1,A,1,Taser,Firing Darts,Other / Mixed Race,Male,19,Fled on Foot,03,East Phillips,322402,84018,7167,19488,44.95464,-93.251181,-10380673.9464,5614383.3829,2023/01/02 08:19:26+00,141,27,053,125900,3,270531259003,Block Group 3,G5030,S,329039,0,+44.9536881,-093.2471833,301,0,227,134,12,461,141,74934,43,134,1282,1132,1048,602,0,1155,1145,45,1112,2193,2193,101,23,758,0.019913419913419914,0.3486739469578783,0.23421926910299004,0.4778841769265846,0.5221158230734154,0.38112769790044143,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,4603
-93.2657818133619,44.9431848474146,43602641,08-010291,2008/01/10 22:21:53+00,Motor Vehicle Chase ,No,FLEE,Yes,3,A,1,Bodily Force,Slaps,White,Male,22,Fled in Vehicle,03,Central,322402,84018,10923,11907,44.943185,-93.265782,-10382299.3399,5612581.5335,2023/01/02 08:19:26+00,167,27,053,008400,1,270530084001,Block Group 1,G5030,S,233861,0,+44.9448626,-093.2645420,235,33,74,114,0,344,38,103077,23,448,742,643,716,382,0,675,643,5,123,1359,1359,210,32,550,0.047407407407407405,0.5148247978436657,0.09947643979057591,0.5268579838116262,0.4731420161883738,0.28095313125209476,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2227
-93.2556822585401,44.9483635224657,43602650,08-080134,2008/03/22 03:03:42+00,Robbery of Person ,Yes,ROBPAG,Yes,1,A,1,Police K9 Bite,Off Lead,Native American,Male,19,Fled on Foot,03,Powderhorn Park,322402,84018,7006,20182,44.948364,-93.255682,-10381175.0626,5613396.0394,2023/01/02 08:19:26+00,176,27,053,125800,3,270531258003,Block Group 3,G5030,S,239780,0,+44.9510533,-093.2550093,149,0,143,29,0,277,96,45457,12,381,653,592,620,373,0,592,565,10,465,1185,1185,0,0,317,0,0.2725880551301684,0.257372654155496,0.5232067510548524,0.4767932489451477,0.3290918478164112,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,284
-93.2696275882298,44.9449776346074,43602674,08-073137,2008/03/15 12:20:27+00,Suspicious Vehicle ,No,FLEE,,1,A,1,Bodily Force,Push Away,Native American,Female,23,Fled in Vehicle,03,Central,322402,84018,10923,11922,44.944978,-93.269628,-10382727.4496,5612863.4961,2023/01/02 08:19:26+00,200,27,053,008400,2,270530084002,Block Group 2,G5030,S,233040,0,+44.9448636,-093.2683572,194,18,47,40,15,289,55,60227,41,465,694,614,655,344,0,659,428,0,0,1083,1083,97,45,480,0.06828528072837632,0.38472622478386165,0.15988372093023256,0.6048014773776547,0.39519852262234534,0.3822237227904771,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,292
-93.2676378576047,44.9404782438863,43602680,08-034044,2008/02/04 14:17:56+00,Fight ,Yes,OBSTRU,No,1,A,1,Taser,Firing Darts,Black,Male,28,Tensed,03,Central,322402,84018,10923,13455,44.940478,-93.267638,-10382505.9538,5612155.8661,2023/01/02 08:19:26+00,206,27,053,009500,1,270530095001,Block Group 1,G5030,S,160541,0,+44.9395719,-093.2650848,209,0,65,142,20,198,63,75114,10,23,747,660,393,261,0,703,495,0,203,888,888,65,43,587,0.06116642958748222,0.4966532797858099,0.2413793103448276,0.44256756756756754,0.5574324324324325,0.4900259211914617,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3225
-93.2702221714382,44.942268994423,43602683,08-059569,2008/03/02 01:00:16+00,Fight ,No,OBSTRU,No,1,A,1,Bodily Force,Knees,Black,Male,20,Verbal Non-Compliance,03,Central,322402,84018,10923,11912,44.942269,-93.270222,-10382793.6383,5612437.4951,2023/01/02 08:19:26+00,209,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2537361312406,44.9528417274948,43602735,08-111687,2008/04/20 18:02:08+00,Sound of Shots Fired ,Yes,DISWEA,No,1,A,1,Improvised Weapon,Flashlight,Other / Mixed Race,Male,18,Tensed,03,Midtown Phillips,322402,84018,6379,16879,44.952842,-93.253736,-10380958.4207,5614100.4341,2023/01/02 08:19:26+00,261,27,053,125800,3,270531258003,Block Group 3,G5030,S,239780,0,+44.9510533,-093.2550093,149,0,143,29,0,277,96,45457,12,381,653,592,620,373,0,592,565,10,465,1185,1185,0,0,317,0,0.2725880551301684,0.257372654155496,0.5232067510548524,0.4767932489451477,0.3290918478164112,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,284
-93.2460759964886,44.9386309455147,43602749,08-000420,2008/01/01 04:48:26+00,Fight ,Yes,PRIORI,No,1,S,1,Taser,Both,Native American,Male,28,Tensed,03,Corcoran,322402,84018,3058,12312,44.938631,-93.246076,-10380105.6984,5611865.3531,2023/01/02 08:19:26+00,275,27,053,108600,1,270531086001,Block Group 1,G5030,S,161096,0,+44.9395358,-093.2448173,105,0,44,166,31,199,0,110208,0,22,377,342,296,199,0,342,245,0,100,541,541,0,0,419,0,0.8010610079575596,0,0.5471349353049908,0.45286506469500926,0.6356579347480704,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1575
-93.2470197737126,44.9597441831956,43602761,08-000144,2008/01/01 01:27:27+00,Suspicious Person ,No,OBSTRU,No,2,A,1,Bodily Force,Body Weight to Pin,White,Male,27,Commission of Crime,03,East Phillips,322402,84018,7167,22838,44.959744,-93.24702,-10380210.7592,5615186.2565,2023/01/02 08:19:26+00,287,27,053,125900,2,270531259002,Block Group 2,G5030,S,310459,0,+44.9576780,-093.2482210,211,0,89,49,11,217,280,41450,83,751,903,615,1043,497,0,704,983,878,81,2026,2026,22,89,211,0.12642045454545456,0.3001107419712071,0.5633802816901409,0.5148075024679171,0.48519249753208293,0.33933396935592475,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,3583
-93.2745832361228,44.9435086025655,43602772,08-091924,2008/04/02 20:42:08+00,Suspicious Person ,No,OBSTRU,,1,A,1,Bodily Force,Joint Lock,Native American,Female,28,Fled on Foot,03,Lyndale,322402,84018,7628,16279,44.943509,-93.274583,-10383279.1098,5612632.4518,2023/01/02 08:19:26+00,298,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2394785911756,44.9483687873351,43602784,08-125770,2008/05/03 02:06:33+00,Suspicious Vehicle ,No,NARC,,1,A,1,Bodily Force,Body Weight to Pin,White,Male,24,Unspecified,03,East Phillips,322402,84018,7167,19113,44.948369,-93.239479,-10379371.2786,5613396.8675,2023/01/02 08:19:26+00,310,27,053,108700,3,270531087003,Block Group 3,G5030,S,399558,0,+44.9444449,-093.2389379,363,8,80,108,21,570,173,69345,8,796,1247,922,977,743,0,958,897,34,0,1874,1874,344,36,692,0.037578288100208766,0.40096230954290296,0.23283983849259757,0.5213447171824973,0.4786552828175027,0.3171239531236297,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1578
-93.2448682115891,44.9470436036491,43602799,08-039877,2008/02/10 02:52:33+00,Domestic Abuse-In Progress ,Yes,NARC,,1,A,1,Bodily Force,Push Away,White,Male,23,Commission of Crime,03,Corcoran,322402,84018,3058,11019,44.947044,-93.244868,-10379971.2484,5613188.4346,2023/01/02 08:19:26+00,325,27,053,108600,2,270531086002,Block Group 2,G5030,S,314070,0,+44.9448511,-093.2448640,149,0,106,90,2,290,79,55464,0,163,738,582,524,369,0,583,419,63,0,943,943,29,1,688,0.0017152658662092624,0.3265582655826558,0.2140921409214092,0.5556733828207847,0.4443266171792153,0.5666376909054718,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1576
-93.2423221614951,44.9479495455651,43602810,08-065889,2008/03/08 11:06:03+00,Suspicious Person ,Yes,WEAP,No,1,A,1,Taser,Firing Darts,Black,Male,19,Fled on Foot,03,Corcoran,322402,84018,3058,11022,44.94795,-93.242322,-10379687.8234,5613330.9261,2023/01/02 08:19:26+00,336,27,053,108700,3,270531087003,Block Group 3,G5030,S,399558,0,+44.9444449,-093.2389379,363,8,80,108,21,570,173,69345,8,796,1247,922,977,743,0,958,897,34,0,1874,1874,344,36,692,0.037578288100208766,0.40096230954290296,0.23283983849259757,0.5213447171824973,0.4786552828175027,0.3171239531236297,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1578
-93.2696275882298,44.9449776346074,43602825,08-078422,2008/03/20 16:47:28+00,Suspicious Person ,Yes,PROBAT,No,1,S,1,Taser,Touch,White,Male,33,Tensed,03,Central,322402,84018,10923,11922,44.944978,-93.269628,-10382727.4496,5612863.4961,2023/01/02 08:19:26+00,351,27,053,008400,2,270530084002,Block Group 2,G5030,S,233040,0,+44.9448636,-093.2683572,194,18,47,40,15,289,55,60227,41,465,694,614,655,344,0,659,428,0,0,1083,1083,97,45,480,0.06828528072837632,0.38472622478386165,0.15988372093023256,0.6048014773776547,0.39519852262234534,0.3822237227904771,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,292
-93.2657818133619,44.9431848474146,43602845,08-010291,2008/01/10 22:21:53+00,Motor Vehicle Chase ,No,FLEE,Yes,1,A,1,Bodily Force,Punches,White,Male,22,Fled in Vehicle,03,Central,322402,84018,10923,11907,44.943185,-93.265782,-10382299.3399,5612581.5335,2023/01/02 08:19:26+00,371,27,053,008400,1,270530084001,Block Group 1,G5030,S,233861,0,+44.9448626,-093.2645420,235,33,74,114,0,344,38,103077,23,448,742,643,716,382,0,675,643,5,123,1359,1359,210,32,550,0.047407407407407405,0.5148247978436657,0.09947643979057591,0.5268579838116262,0.4731420161883738,0.28095313125209476,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2227
-93.2493236604639,44.9483692126699,43602855,08-012196,2008/01/12 18:06:02+00,Person with a Weapon ,Yes,THEFT,No,1,A,2,Bodily Force,Push Away,Black,Male,29,Tensed,03,Powderhorn Park,322402,84018,7006,21923,44.948369,-93.249324,-10380467.2267,5613396.9344,2023/01/02 08:19:26+00,381,27,053,125900,1,270531259001,Block Group 1,G5030,S,410412,0,+44.9500986,-093.2459323,36,10,64,12,0,143,97,27161,16,359,342,378,532,240,0,389,304,61,139,836,836,49,11,212,0.028277634961439587,0.1695906432748538,0.4041666666666667,0.6363636363636364,0.36363636363636365,0.28204911746525946,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2216
-93.2523924761544,44.9582356873481,43602860,08-075526,2008/03/17 22:20:28+00,Unknown Trouble ,Yes,DISCON,No,1,A,1,Taser,Firing Darts,Native American,Male,36,Commission of Crime,03,Midtown Phillips,322402,84018,6379,21469,44.958236,-93.252392,-10380808.8457,5614948.9445,2023/01/02 08:19:26+00,386,27,053,125800,2,270531258002,Block Group 2,G5030,S,239569,0,+44.9564408,-093.2549344,179,0,94,87,0,196,53,58950,113,225,519,425,443,249,0,433,328,40,61,771,771,27,8,305,0.018475750577367205,0.51252408477842,0.21285140562248997,0.5745784695201037,0.4254215304798962,0.27208755789052236,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,283
-93.2657818133619,44.9431848474146,43602867,08-010291,2008/01/10 22:21:53+00,Motor Vehicle Chase ,No,FLEE,Yes,2,A,1,Taser,Firing Darts,White,Male,22,Fled in Vehicle,03,Central,322402,84018,10923,11907,44.943185,-93.265782,-10382299.3399,5612581.5335,2023/01/02 08:19:26+00,393,27,053,008400,1,270530084001,Block Group 1,G5030,S,233861,0,+44.9448626,-093.2645420,235,33,74,114,0,344,38,103077,23,448,742,643,716,382,0,675,643,5,123,1359,1359,210,32,550,0.047407407407407405,0.5148247978436657,0.09947643979057591,0.5268579838116262,0.4731420161883738,0.28095313125209476,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,2227
-93.2575337770705,44.9546317986745,43602877,08-088213,2008/03/30 01:16:37+00,Person with a Weapon ,Yes,CIC,No,1,OT,1,Taser,Firing Darts,Native American,Male,0,Verbal Non-Compliance,03,Midtown Phillips,322402,84018,6379,16528,44.954632,-93.257534,-10381381.1727,5614382.0169,2023/01/02 08:19:26+00,403,27,053,125800,1,270531258001,Block Group 1,G5030,S,200473,0,+44.9567945,-093.2597617,191,0,153,73,20,294,59,66475,12,464,780,619,749,353,0,721,651,0,178,1400,1400,310,102,436,0.14147018030513175,0.3641025641025641,0.1671388101983003,0.535,0.465,0.2230714285714286,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1568
-93.2454564392169,44.939532211709,43602881,08-038438,2008/02/08 20:30:06+00,Narcotics ,Yes,OBSTRU,No,2,A,1,Bodily Force,Joint Lock,White,Female,26,Tensed,03,Corcoran,322402,84018,3058,11625,44.939532,-93.245456,-10380036.7296,5612007.0884,2023/01/02 08:19:26+00,407,27,053,108600,1,270531086001,Block Group 1,G5030,S,161096,0,+44.9395358,-093.2448173,105,0,44,166,31,199,0,110208,0,22,377,342,296,199,0,342,245,0,100,541,541,0,0,419,0,0.8010610079575596,0,0.5471349353049908,0.45286506469500926,0.6356579347480704,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1575
-93.2499081457103,44.954640418869,43602891,08-001057,2008/01/01 21:48:33+00,Fight ,Yes,ASLT5,Yes,1,OT,1,Bodily Force,Punches,Other / Mixed Race,Female,32,Verbal Non-Compliance,03,East Phillips,322402,84018,7167,15518,44.95464,-93.249908,-10380532.2913,5614383.3729,2023/01/02 08:19:26+00,417,27,053,125900,3,270531259003,Block Group 3,G5030,S,329039,0,+44.9536881,-093.2471833,301,0,227,134,12,461,141,74934,43,134,1282,1132,1048,602,0,1155,1145,45,1112,2193,2193,101,23,758,0.019913419913419914,0.3486739469578783,0.23421926910299004,0.4778841769265846,0.5221158230734154,0.38112769790044143,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,4603
-93.2575139521505,44.9564381054219,43602937,08-125523,2008/05/02 22:02:44+00,Attempt Pick-Up ,No,FORCE,No,1,OT,1,Bodily Force,Punches,Native American,Male,20,Tensed,03,Midtown Phillips,322402,84018,6379,16526,44.956438,-93.257514,-10381378.9658,5614666.1625,2023/01/02 08:19:26+00,463,27,053,125800,1,270531258001,Block Group 1,G5030,S,200473,0,+44.9567945,-093.2597617,191,0,153,73,20,294,59,66475,12,464,780,619,749,353,0,721,651,0,178,1400,1400,310,102,436,0.14147018030513175,0.3641025641025641,0.1671388101983003,0.535,0.465,0.2230714285714286,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1568
-93.2460868894597,44.940431974561,43602939,08-019576,2008/01/20 18:05:25+00,Domestic Abuse-In Progress ,Yes,DASLT5,Yes,1,A,1,Bodily Force,Joint Lock,Native American,Female,45,Tensed,03,Corcoran,322402,84018,3058,11624,44.940432,-93.246087,-10380106.911,5612148.5895,2023/01/02 08:19:26+00,465,27,053,108600,1,270531086001,Block Group 1,G5030,S,161096,0,+44.9395358,-093.2448173,105,0,44,166,31,199,0,110208,0,22,377,342,296,199,0,342,245,0,100,541,541,0,0,419,0,0.8010610079575596,0,0.5471349353049908,0.45286506469500926,0.6356579347480704,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1575
-93.2569193518741,44.9519462984242,43602951,08-012840,2008/01/13 07:00:28+00,Suspicious Person ,Yes,AOA,No,1,A,1,Taser,Firing Darts,Native American,Male,18,Fled on Foot,03,Midtown Phillips,322402,84018,6379,21907,44.951946,-93.256919,-10381312.7752,5613959.5841,2023/01/02 08:19:26+00,477,27,053,125800,3,270531258003,Block Group 3,G5030,S,239780,0,+44.9510533,-093.2550093,149,0,143,29,0,277,96,45457,12,381,653,592,620,373,0,592,565,10,465,1185,1185,0,0,317,0,0.2725880551301684,0.257372654155496,0.5232067510548524,0.4767932489451477,0.3290918478164112,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,284
-93.2575139521505,44.9564381054219,43602961,08-125523,2008/05/02 22:02:44+00,Attempt Pick-Up ,No,FORCE,No,1,OT,1,Bodily Force,Body Weight to Pin,Native American,Male,20,Tensed,03,Midtown Phillips,322402,84018,6379,16526,44.956438,-93.257514,-10381378.9658,5614666.1625,2023/01/02 08:19:26+00,487,27,053,125800,1,270531258001,Block Group 1,G5030,S,200473,0,+44.9567945,-093.2597617,191,0,153,73,20,294,59,66475,12,464,780,619,749,353,0,721,651,0,178,1400,1400,310,102,436,0.14147018030513175,0.3641025641025641,0.1671388101983003,0.535,0.465,0.2230714285714286,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1568
-93.2394785911756,44.9483687873351,43602965,08-021160,2008/01/22 14:54:56+00,Person with a Weapon ,Yes,ASLT5,No,1,A,1,Bodily Force,Knees,Black,Male,37,Verbal Non-Compliance,03,East Phillips,322402,84018,7167,19113,44.948369,-93.239479,-10379371.2786,5613396.8675,2023/01/02 08:19:26+00,491,27,053,108700,3,270531087003,Block Group 3,G5030,S,399558,0,+44.9444449,-093.2389379,363,8,80,108,21,570,173,69345,8,796,1247,922,977,743,0,958,897,34,0,1874,1874,344,36,692,0.037578288100208766,0.40096230954290296,0.23283983849259757,0.5213447171824973,0.4786552828175027,0.3171239531236297,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,1578
